id,name,headline,description,published,is_injury_related,link
49449169,Mason Rudolph,"2026 Pittsburgh Steelers training camp: Latest intel, updates","Follow our daily updates from Steelers training camp, including intel on QBs, position battles and potential breakouts.",2026-08-11T19:34:35Z,False,https://www.espn.com/nfl/story/_/id/49449169/pittsburgh-steelers-training-camp-2026-intel-updates
49449169,Pat Freiermuth,"2026 Pittsburgh Steelers training camp: Latest intel, updates","Follow our daily updates from Steelers training camp, including intel on QBs, position battles and potential breakouts.",2026-08-11T19:34:35Z,False,https://www.espn.com/nfl/story/_/id/49449169/pittsburgh-steelers-training-camp-2026-intel-updates
49584056,Jalen Hurts,Eagles QB Jalen Hurts' speed in camp drawing rave reviews,"Jalen Hurts is drawing rave reviews in training camp by using his legs more, with players and coaches commenting how much faster he looks now.",2026-08-11T19:05:55Z,True,https://www.espn.com/nfl/story/_/id/49584056/eagles-qb-jalen-hurts-speed-camp-drawing-rave-reviews
49427691,Travis Hunter,"2026 Jacksonville Jaguars training camp: Latest intel, updates","Follow our daily updates from Jaguars training camp, including intel on QBs, position battles and potential breakouts.",2026-08-11T20:23:49Z,False,https://www.espn.com/nfl/story/_/id/49427691/jacksonville-jaguars-training-camp-2026-intel-updates
49427691,Trevor Lawrence,"2026 Jacksonville Jaguars training camp: Latest intel, updates","Follow our daily updates from Jaguars training camp, including intel on QBs, position battles and potential breakouts.",2026-08-11T20:23:49Z,False,https://www.espn.com/nfl/story/_/id/49427691/jacksonville-jaguars-training-camp-2026-intel-updates
49427691,Chris Rodriguez,"2026 Jacksonville Jaguars training camp: Latest intel, updates","Follow our daily updates from Jaguars training camp, including intel on QBs, position battles and potential breakouts.",2026-08-11T20:23:49Z,False,https://www.espn.com/nfl/story/_/id/49427691/jacksonville-jaguars-training-camp-2026-intel-updates
49427691,Parker Washington,"2026 Jacksonville Jaguars training camp: Latest intel, updates","Follow our daily updates from Jaguars training camp, including intel on QBs, position battles and potential breakouts.",2026-08-11T20:23:49Z,False,https://www.espn.com/nfl/story/_/id/49427691/jacksonville-jaguars-training-camp-2026-intel-updates
49584035,Rashee Rice,Chiefs' Rashee Rice says jail sentence was 'learning experience',"Chiefs receiver Rashee Rice says his 30-day jail sentence earlier this year was a ""learning experience and a reality check.""",2026-08-11T19:22:34Z,False,https://www.espn.com/nfl/story/_/id/49584035/chiefs-rashee-rice-says-jail-sentence-was-learning-experience
49583763,Daniel Jones,Colts coach: Daniel Jones has looked really good so far,Colts coach: Daniel Jones has looked really good so far,2026-08-11T18:40:35Z,False,https://www.espn.com/video/clip/_/id/49583763/daniel-jones-looked-really-good-far
49448429,Tua Tagovailoa,"2026 Atlanta Falcons training camp: Latest intel, updates","Follow our daily updates from Falcons training camp, including intel on QBs, position battles and potential breakouts.",2026-08-11T17:39:37Z,False,https://www.espn.com/nfl/story/_/id/49448429/atlanta-falcons-training-camp-2026-intel-updates
49448429,Michael Penix Jr.,"2026 Atlanta Falcons training camp: Latest intel, updates","Follow our daily updates from Falcons training camp, including intel on QBs, position battles and potential breakouts.",2026-08-11T17:39:37Z,False,https://www.espn.com/nfl/story/_/id/49448429/atlanta-falcons-training-camp-2026-intel-updates
40699880,Deebo Samuel,Fantasy football buzz: News or noise? What to make of Lions and Chargers camp quotes,"With comments out of Lions and Chargers camp on the status of running back rooms, what should managers believe?",2026-08-11T17:35:07Z,True,https://www.espn.com/fantasy/football/story/_/id/40699880/fantasy-football-injuries-position-battles-nfl-news-analysis
